ID	adj.P.Val	P.Value	logFC	GeneSymbol
A_33_P3357653	0.9646	8.72E-01	-2.00E-02	
CUST_43465_PI429545395	0.9647	8.72E-01	-5.20E-02	
CUST_42265_PI429545380	0.9647	8.72E-01	6.20E-02	
A_33_P3224735	0.9647	8.72E-01	-4.60E-02	ZC3H12B
CUST_12307_PI429545395	0.9647	8.72E-01	-2.60E-02	
A_24_P43826	0.9647	8.72E-01	-3.80E-02	
CUST_19603_PI429545410	0.9647	8.72E-01	-3.20E-02	
A_33_P3281850	0.9647	8.72E-01	-4.00E-02	CGREF1
A_24_P922357	0.9647	8.72E-01	2.20E-02	C22orf39
CUST_17773_PI429545410	0.9647	8.72E-01	-2.40E-02	
A_23_P333218	0.9647	8.72E-01	-2.60E-02	ERGIC1
CUST_11917_PI429545384	0.9647	8.72E-01	-4.20E-02	
CUST_16174_PI429545395	0.9647	8.72E-01	3.80E-02	
CUST_11449_PI429545384	0.9647	8.72E-01	3.00E-02	
A_33_P3263890	0.9647	8.72E-01	-4.60E-02	PRRX1
A_23_P360924	0.9647	8.72E-01	-2.60E-02	
A_33_P3303905	0.9647	8.72E-01	-5.00E-02	OR52E4
A_33_P3245883	0.9647	8.72E-01	1.40E-02	RNASE9
A_21_P0013257	0.9647	8.72E-01	1.80E-02	
A_24_P175783	0.9647	8.72E-01	-2.20E-02	ARHGEF12
A_33_P3578399	0.9647	8.72E-01	-1.60E-02	
A_23_P83266	0.9647	8.72E-01	1.60E-02	ENDOG
CUST_37755_PI429545406	0.9647	8.72E-01	-3.80E-02	
CUST_31929_PI429545376	0.9647	8.72E-01	1.40E-02	
CUST_17977_PI429545395	0.9647	8.72E-01	-2.80E-02	
CUST_3398_PI429545376	0.9647	8.72E-01	-4.80E-02	
A_33_P3390032	0.9647	8.72E-01	1.60E-02	EXOC7
CUST_27343_PI429545388	0.9647	8.72E-01	-6.40E-02	
CUST_11751_PI429545399	0.9647	8.72E-01	6.40E-02	
CUST_18979_PI429545406	0.9647	8.72E-01	4.80E-02	
CUST_33136_PI429545402	0.9647	8.72E-01	1.80E-02	
CUST_29739_PI429545399	0.9647	8.72E-01	-2.00E-02	
A_24_P15043	0.9647	8.72E-01	-2.20E-02	KLHL18
CUST_29291_PI429545380	0.9647	8.72E-01	3.40E-02	
A_23_P88580	0.9647	8.72E-01	-2.00E-02	ARID3B
A_23_P169154	0.9647	8.72E-01	-2.20E-02	ERMP1
A_23_P132341	0.9647	8.72E-01	-1.80E-02	C22orf46
CUST_29923_PI429545410	0.9647	8.72E-01	-1.40E-02	
A_33_P3344308	0.9647	8.72E-01	-1.80E-02	APTX
A_33_P3315959	0.9648	8.73E-01	6.80E-02	LGSN
CUST_40066_PI429545399	0.9648	8.73E-01	3.20E-02	
CUST_24391_PI429545380	0.9648	8.73E-01	2.40E-02	
CUST_26411_PI429545399	0.9648	8.73E-01	2.20E-02	
CUST_36402_PI429545410	0.9648	8.73E-01	-3.60E-02	
A_33_P3339961	0.9648	8.73E-01	-4.00E-02	ZBTB8OS
CUST_3323_PI429545384	0.9648	8.73E-01	8.00E-02	
CUST_14849_PI429545380	0.9648	8.73E-01	-2.00E-02	
CUST_32982_PI429545406	0.9648	8.73E-01	3.60E-02	
A_33_P3291524	0.9648	8.73E-01	-5.40E-02	ZNF534
CUST_31261_PI429545388	0.9648	8.73E-01	-2.20E-02	
CUST_33654_PI429545376	0.9648	8.73E-01	-4.80E-02	
A_33_P3313025	0.9648	8.73E-01	-3.80E-02	
CUST_16794_PI429545380	0.9649	8.73E-01	2.80E-02	
A_33_P3350169	0.9649	8.73E-01	9.20E-02	C18orf34
A_33_P3333863	0.9649	8.73E-01	-1.60E-02	CCZ1
CUST_29298_PI429545395	0.965	8.73E-01	-6.60E-02	
A_33_P3224190	0.965	8.73E-01	2.60E-02	
CUST_37937_PI429545384	0.965	8.73E-01	-1.40E-02	
CUST_23401_PI429545380	0.965	8.73E-01	2.40E-02	
CUST_42920_PI429545395	0.965	8.73E-01	-1.80E-02	
A_21_P0000055	0.965	8.73E-01	2.20E-02	LYRM4
A_33_P3224660	0.965	8.73E-01	3.00E-02	ABCD1
CUST_4142_PI429545402	0.965	8.73E-01	3.80E-02	
A_23_P26777	0.965	8.73E-01	2.40E-02	NUP85
A_33_P3421331	0.965	8.73E-01	-4.80E-02	SKOR2
A_24_P108291	0.965	8.73E-01	-3.20E-02	
CUST_21977_PI429545388	0.965	8.73E-01	2.20E-02	
CUST_43536_PI429545376	0.965	8.73E-01	-4.20E-02	
CUST_20347_PI429545399	0.965	8.73E-01	2.00E-02	
CUST_31739_PI429545399	0.965	8.73E-01	-2.00E-02	
A_23_P15944	0.965	8.73E-01	-2.20E-02	ELAC1
CUST_23301_PI429545395	0.965	8.73E-01	3.20E-02	
A_33_P3403598	0.965	8.73E-01	2.00E-02	TMEM120B
CUST_14198_PI429545384	0.965	8.73E-01	7.60E-02	
A_33_P3367112	0.965	8.73E-01	-3.60E-02	
A_33_P3308586	0.965	8.73E-01	2.60E-02	DUXA
A_23_P15678	0.965	8.73E-01	3.40E-02	TEKT1
A_23_P45011	0.965	8.73E-01	2.80E-02	PPP1R14C
CUST_33935_PI429545406	0.965	8.73E-01	-2.40E-02	
A_33_P3300297	0.965	8.73E-01	4.80E-02	
CUST_14983_PI429545410	0.965	8.73E-01	-2.80E-02	
CUST_36516_PI429545399	0.965	8.73E-01	3.00E-02	
CUST_10916_PI429545384	0.965	8.73E-01	-3.00E-02	
A_32_P96134	0.965	8.73E-01	-2.80E-02	DPY19L1
A_33_P3378630	0.965	8.73E-01	2.00E-02	
A_33_P3329939	0.965	8.73E-01	4.00E-02	FLJ46365
CUST_36066_PI429545399	0.965	8.73E-01	3.80E-02	
A_33_P3215282	0.965	8.73E-01	-3.20E-02	TTBK1
CUST_42004_PI429545399	0.965	8.73E-01	2.40E-02	
A_23_P353005	0.9651	8.74E-01	2.20E-02	RNF217
CUST_3539_PI429545380	0.9651	8.74E-01	-3.00E-02	
A_23_P144054	0.9651	8.74E-01	1.80E-02	PRKCD
A_33_P3321611	0.9651	8.74E-01	1.60E-02	PHACTR4
A_23_P216489	0.9651	8.74E-01	-2.40E-02	
A_24_P97836	0.9651	8.74E-01	-2.40E-02	
CUST_22937_PI429545388	0.9651	8.74E-01	-8.60E-02	
CUST_18977_PI429545399	0.9651	8.74E-01	-6.60E-02	
CUST_1504_PI429545402	0.9651	8.74E-01	1.80E-02	
A_32_P35512	0.9651	8.74E-01	2.00E-02	SSB
A_23_P42829	0.9652	8.74E-01	-2.60E-02	SND1
CUST_34303_PI429545410	0.9652	8.74E-01	3.60E-02	
A_24_P342944	0.9652	8.74E-01	-2.00E-02	
CUST_43345_PI429545380	0.9652	8.74E-01	-9.00E-02	
A_23_P107684	0.9652	8.74E-01	2.20E-02	ZNF324
CUST_16333_PI429545384	0.9652	8.74E-01	4.80E-02	
A_33_P3290301	0.9652	8.74E-01	-4.00E-02	
A_24_P229726	0.9652	8.74E-01	1.80E-02	
CUST_16253_PI429545410	0.9652	8.74E-01	6.80E-02	
CUST_1630_PI429545406	0.9652	8.74E-01	-6.20E-02	
CUST_33601_PI429545395	0.9652	8.74E-01	6.00E-02	
A_33_P3245660	0.9652	8.74E-01	-4.80E-02	
CUST_24239_PI429545406	0.9652	8.74E-01	5.40E-02	
A_33_P3221177	0.9652	8.74E-01	-2.40E-02	ZDHHC20
A_33_P3304908	0.9653	8.74E-01	-4.80E-02	WASH3P
A_23_P4074	0.9653	8.74E-01	-4.00E-02	WDR16
A_24_P416660	0.9653	8.74E-01	1.80E-02	FDX1L
A_33_P3365368	0.9653	8.74E-01	2.20E-02	PTH1R
CUST_16135_PI429545406	0.9653	8.74E-01	4.40E-02	
CUST_32641_PI429545380	0.9654	8.74E-01	-3.40E-02	
CUST_1173_PI429545384	0.9654	8.74E-01	-2.20E-02	
CUST_17153_PI429545384	0.9654	8.74E-01	-3.80E-02	
A_33_P3299834	0.9654	8.74E-01	-2.60E-02	
CUST_10921_PI429545399	0.9654	8.74E-01	-4.60E-02	
CUST_26001_PI429545395	0.9654	8.74E-01	-4.20E-02	
A_33_P3381870	0.9654	8.74E-01	-2.60E-02	EPB49
CUST_18414_PI429545402	0.9654	8.74E-01	-2.20E-02	
A_23_P25503	0.9654	8.74E-01	2.40E-02	FNDC3A
A_33_P3347658	0.9654	8.74E-01	-4.40E-02	
CUST_40870_PI429545406	0.9654	8.74E-01	2.80E-02	
A_24_P333802	0.9654	8.74E-01	3.20E-02	MAGT1
CUST_44118_PI429545402	0.9655	8.74E-01	2.80E-02	
A_23_P127068	0.9655	8.75E-01	5.40E-02	SEMA4G
A_23_P51317	0.9655	8.75E-01	2.60E-02	CCDC76
CUST_27613_PI429545410	0.9655	8.75E-01	-3.60E-02	
CUST_21913_PI429545410	0.9655	8.75E-01	3.40E-02	
CUST_44545_PI429545410	0.9655	8.75E-01	2.40E-02	
CUST_33178_PI429545376	0.9655	8.75E-01	5.20E-02	
A_23_P134601	0.9655	8.75E-01	-1.40E-02	
CUST_17064_PI429545402	0.9655	8.75E-01	2.80E-02	
CUST_18003_PI429545388	0.9655	8.75E-01	5.00E-02	
CUST_13608_PI429545384	0.9655	8.75E-01	2.40E-02	
CUST_45294_PI429545406	0.9655	8.75E-01	3.00E-02	
CUST_33191_PI429545380	0.9655	8.75E-01	5.80E-02	
CUST_41110_PI429545406	0.9655	8.75E-01	6.20E-02	
CUST_45175_PI429545402	0.9655	8.75E-01	-3.00E-02	
A_23_P171336	0.9655	8.75E-01	-3.60E-02	NXF3
A_23_P40078	0.9655	8.75E-01	-2.60E-02	XPO1
A_23_P15414	0.9655	8.75E-01	-2.00E-02	SCARF1
CUST_16967_PI429545399	0.9655	8.75E-01	-8.20E-02	
CUST_36175_PI429545402	0.9655	8.75E-01	-9.20E-02	
CUST_45096_PI429545376	0.9655	8.75E-01	-3.80E-02	
CUST_40192_PI429545384	0.9655	8.75E-01	-2.40E-02	
CUST_34043_PI429545410	0.9655	8.75E-01	2.80E-02	
CUST_35720_PI429545410	0.9655	8.75E-01	2.00E-02	
CUST_21535_PI429545376	0.9655	8.75E-01	-7.20E-02	
A_33_P3340154	0.9656	8.75E-01	2.40E-02	DGCR14
CUST_19719_PI429545406	0.9656	8.75E-01	1.80E-02	
CUST_15073_PI429545410	0.9656	8.75E-01	3.40E-02	
CUST_34940_PI429545376	0.9656	8.75E-01	-4.00E-02	
CUST_20549_PI429545388	0.9656	8.75E-01	-3.60E-02	
CUST_18763_PI429545410	0.9657	8.75E-01	1.40E-02	
CUST_23998_PI429545402	0.9657	8.75E-01	-3.20E-02	
A_23_P158533	0.9658	8.75E-01	-2.00E-02	
CUST_1614_PI429545410	0.9658	8.75E-01	-3.00E-02	
A_33_P3402116	0.9658	8.75E-01	2.20E-02	EIF2C1
A_33_P3335910	0.9658	8.75E-01	4.00E-02	SYNE1
CUST_1568_PI429545376	0.9658	8.75E-01	5.60E-02	
A_23_P354175	0.9658	8.75E-01	-3.80E-02	TMEM129
A_19_P00316013	0.9658	8.75E-01	-1.80E-02	
A_21_P0007642	0.9658	8.75E-01	-6.60E-02	
A_23_P64799	0.9658	8.75E-01	-2.00E-02	AAAS
A_23_P362824	0.9658	8.75E-01	2.00E-02	
A_23_P126803	0.9659	8.75E-01	2.80E-02	ARPC5
A_24_P254506	0.9659	8.76E-01	-6.40E-02	PAGE4
CUST_22901_PI429545395	0.9659	8.76E-01	-4.40E-02	
CUST_33694_PI429545376	0.9659	8.76E-01	-1.60E-02	
A_33_P3261438	0.9659	8.76E-01	4.00E-02	
A_33_P3393694	0.9659	8.76E-01	2.60E-02	
A_23_P65240	0.9659	8.76E-01	4.00E-02	
CUST_3224_PI429545399	0.9659	8.76E-01	-1.60E-02	
A_24_P328492	0.9659	8.76E-01	2.40E-02	SOCS5
A_33_P3336968	0.9659	8.76E-01	-2.00E-02	TRNT1
CUST_34147_PI429545399	0.966	8.76E-01	-2.00E-02	
A_33_P3257891	0.966	8.76E-01	2.80E-02	GSTA3
A_33_P3829391	0.966	8.76E-01	-4.40E-02	LOC641510
CUST_39659_PI429545376	0.966	8.76E-01	2.80E-02	
CUST_3270_PI429545410	0.966	8.76E-01	5.00E-02	
A_33_P3260263	0.966	8.76E-01	-6.80E-02	
A_23_P15864	0.966	8.76E-01	2.20E-02	MBD2
A_33_P3210160	0.966	8.76E-01	-2.20E-02	ZNF865
CUST_33548_PI429545376	0.966	8.76E-01	-2.60E-02	
CUST_23788_PI429545402	0.966	8.76E-01	-2.20E-02	
CUST_27451_PI429545380	0.966	8.76E-01	2.20E-02	
A_21_P0011374	0.966	8.76E-01	-2.20E-02	
A_24_P242609	0.966	8.76E-01	2.40E-02	
A_23_P154806	0.966	8.76E-01	2.20E-02	EPB41L1
A_23_P47967	0.966	8.76E-01	4.00E-02	LHX5
A_33_P3422679	0.966	8.76E-01	-2.00E-02	FAM149B1
A_33_P3602006	0.966	8.76E-01	4.60E-02	ADAT2
A_23_P55011	0.966	8.76E-01	-2.20E-02	SLC38A10
A_23_P26570	0.966	8.76E-01	-2.60E-02	
CUST_35805_PI429545406	0.966	8.76E-01	-3.40E-02	
CUST_44947_PI429545406	0.9661	8.76E-01	-2.40E-02	
CUST_28881_PI429545406	0.9661	8.76E-01	2.40E-02	
CUST_4309_PI429545380	0.9661	8.76E-01	-4.00E-02	
A_33_P3324655	0.9661	8.76E-01	3.00E-02	TTI2
CUST_23829_PI429545406	0.9661	8.76E-01	3.80E-02	
CUST_27283_PI429545410	0.9661	8.76E-01	2.20E-02	
CUST_33886_PI429545384	0.9661	8.76E-01	-3.20E-02	
CUST_41602_PI429545380	0.9661	8.76E-01	1.60E-02	
CUST_35197_PI429545399	0.9661	8.76E-01	1.40E-02	
A_24_P91310	0.9662	8.76E-01	1.80E-02	PSMC4
A_33_P3282205	0.9662	8.76E-01	-2.00E-02	
A_23_P145068	0.9662	8.76E-01	-2.40E-02	MTO1
CUST_27593_PI429545402	0.9662	8.76E-01	1.80E-02	
CUST_37651_PI429545395	0.9662	8.76E-01	-7.20E-02	
CUST_12308_PI429545376	0.9662	8.76E-01	6.40E-02	
CUST_18007_PI429545384	0.9662	8.76E-01	5.80E-02	
A_23_P138760	0.9662	8.76E-01	4.00E-02	CLCF1
A_32_P8925	0.9662	8.76E-01	2.00E-02	C1orf100
A_23_P216622	0.9662	8.77E-01	-2.60E-02	FKTN
A_23_P217475	0.9663	8.77E-01	2.00E-02	
CUST_32736_PI429545376	0.9663	8.77E-01	-3.60E-02	
A_23_P345942	0.9663	8.77E-01	2.60E-02	
A_33_P3378435	0.9663	8.77E-01	3.80E-02	
A_33_P3226761	0.9663	8.77E-01	-5.60E-02	
CUST_13778_PI429545384	0.9663	8.77E-01	3.20E-02	
A_32_P831725	0.9663	8.77E-01	2.00E-02	C3orf62
A_33_P3416321	0.9663	8.77E-01	-2.60E-02	
CUST_21177_PI429545384	0.9663	8.77E-01	-1.60E-02	
CUST_23226_PI429545388	0.9663	8.77E-01	3.00E-02	
A_23_P10995	0.9663	8.77E-01	-2.20E-02	RBMS3
A_33_P3243345	0.9663	8.77E-01	2.80E-02	LOC646498
CUST_35907_PI429545388	0.9663	8.77E-01	-4.80E-02	
A_33_P3286254	0.9663	8.77E-01	-2.60E-02	AP3S1
CUST_16503_PI429545384	0.9663	8.77E-01	2.40E-02	
CUST_10222_PI429545376	0.9663	8.77E-01	-3.00E-02	
A_33_P3402868	0.9663	8.77E-01	2.00E-02	GRIN2D
CUST_3152_PI429545402	0.9663	8.77E-01	2.00E-02	
A_33_P3396224	0.9663	8.77E-01	3.20E-02	C12orf69
CUST_34813_PI429545410	0.9663	8.77E-01	-5.20E-02	
CUST_29618_PI429545395	0.9663	8.77E-01	5.20E-02	
CUST_14047_PI429545395	0.9663	8.77E-01	1.80E-02	
A_33_P3295543	0.9663	8.77E-01	-4.40E-02	
CUST_27252_PI429545399	0.9663	8.77E-01	-3.00E-02	
A_19_P00319204	0.9663	8.77E-01	2.60E-02	
CUST_12321_PI429545399	0.9663	8.77E-01	-3.80E-02	
A_33_P3397865	0.9663	8.77E-01	4.00E-02	TNNT1
A_23_P67589	0.9663	8.77E-01	-1.60E-02	
A_33_P3325914	0.9663	8.77E-01	2.20E-02	TAPBP
CUST_10235_PI429545410	0.9663	8.77E-01	6.80E-02	
CUST_31983_PI429545410	0.9663	8.77E-01	1.80E-02	
CUST_37055_PI429545406	0.9663	8.77E-01	-2.20E-02	
A_21_P0001785	0.9664	8.77E-01	2.00E-02	FLJ33534
CUST_13133_PI429545410	0.9664	8.77E-01	5.80E-02	
A_33_P3277913	0.9664	8.77E-01	-2.60E-02	
CUST_2930_PI429545406	0.9664	8.77E-01	-1.60E-02	
A_23_P36513	0.9664	8.77E-01	-2.80E-02	PRKAG1
CUST_19764_PI429545402	0.9664	8.77E-01	2.60E-02	
CUST_21279_PI429545406	0.9664	8.77E-01	6.40E-02	
A_33_P3367447	0.9664	8.77E-01	2.00E-02	ALDH3B1
A_32_P202438	0.9664	8.77E-01	-3.40E-02	
A_33_P3284508	0.9664	8.77E-01	-3.40E-02	CD14
A_23_P129225	0.9664	8.77E-01	-7.40E-02	TRPM1
CUST_14417_PI429545395	0.9664	8.77E-01	-1.60E-02	
CUST_24701_PI429545399	0.9664	8.77E-01	-3.20E-02	
A_33_P3798739	0.9664	8.77E-01	2.00E-02	
CUST_34291_PI429545395	0.9664	8.77E-01	2.60E-02	
CUST_36686_PI429545399	0.9664	8.77E-01	2.00E-02	
CUST_15593_PI429545376	0.9664	8.77E-01	-6.40E-02	
A_21_P0013927	0.9664	8.77E-01	-2.80E-02	
A_33_P3276615	0.9664	8.77E-01	-5.60E-02	APOL4
A_33_P3359878	0.9664	8.77E-01	-2.20E-02	
CUST_25383_PI429545388	0.9664	8.78E-01	2.20E-02	
CUST_29980_PI429545388	0.9664	8.78E-01	-3.00E-02	
CUST_16985_PI429545399	0.9664	8.78E-01	-2.40E-02	
CUST_22247_PI429545399	0.9664	8.78E-01	2.80E-02	
A_23_P165840	0.9664	8.78E-01	-2.20E-02	ODC1
A_33_P3381836	0.9664	8.78E-01	2.20E-02	SPINK14
A_33_P3582789	0.9664	8.78E-01	-2.60E-02	FLJ44087
CUST_36567_PI429545384	0.9664	8.78E-01	1.60E-02	
A_24_P167377	0.9664	8.78E-01	2.20E-02	
A_23_P87104	0.9664	8.78E-01	-3.60E-02	OR5T2
A_33_P3234859	0.9664	8.78E-01	2.40E-02	UTRN
CUST_13455_PI429545406	0.9664	8.78E-01	-3.40E-02	
A_33_P3250394	0.9664	8.78E-01	7.60E-02	
CUST_32166_PI429545402	0.9664	8.78E-01	1.80E-02	
A_33_P3285260	0.9664	8.78E-01	-2.20E-02	
A_24_P325176	0.9664	8.78E-01	-2.20E-02	KIAA1109
A_23_P413193	0.9664	8.78E-01	2.80E-02	SFR1
A_23_P342600	0.9664	8.78E-01	-2.40E-02	
CUST_30219_PI429545402	0.9664	8.78E-01	1.60E-02	
CUST_2280_PI429545388	0.9664	8.78E-01	2.40E-02	
CUST_28473_PI429545376	0.9664	8.78E-01	-8.80E-02	
A_23_P58009	0.9664	8.78E-01	3.00E-02	
A_33_P3330643	0.9664	8.78E-01	-4.40E-02	
A_23_P19115	0.9664	8.78E-01	-2.20E-02	GSPT2
A_32_P515971	0.9664	8.78E-01	-2.20E-02	EFCAB3
CUST_280_PI429545406	0.9664	8.78E-01	-3.20E-02	
CUST_41710_PI429545406	0.9664	8.78E-01	-2.60E-02	
A_33_P3306715	0.9664	8.78E-01	-1.80E-02	C6orf132
CUST_17976_PI429545384	0.9664	8.78E-01	4.20E-02	
A_23_P27636	0.9664	8.78E-01	4.20E-02	ZNF700
CUST_39592_PI429545380	0.9664	8.78E-01	6.80E-02	
CUST_11759_PI429545380	0.9664	8.78E-01	-2.20E-02	
CUST_1527_PI429545399	0.9664	8.78E-01	-7.80E-02	
A_33_P3383611	0.9664	8.78E-01	2.40E-02	
A_32_P43717	0.9664	8.78E-01	4.00E-02	FAM189A2
A_24_P236445	0.9664	8.78E-01	2.20E-02	DYNC1LI2
A_33_P3383054	0.9664	8.78E-01	1.60E-02	
CUST_25343_PI429545388	0.9664	8.78E-01	3.60E-02	
CUST_23009_PI429545406	0.9664	8.78E-01	2.20E-02	
CUST_42933_PI429545406	0.9664	8.78E-01	5.20E-02	
CUST_16235_PI429545406	0.9664	8.78E-01	1.80E-02	
A_23_P90484	0.9664	8.78E-01	2.80E-02	SARS2
A_33_P3646133	0.9664	8.78E-01	2.00E-02	
CUST_38453_PI429545410	0.9664	8.78E-01	-5.00E-02	
CUST_32581_PI429545380	0.9664	8.78E-01	-2.00E-02	
A_33_P3242075	0.9664	8.78E-01	2.20E-02	
CUST_35181_PI429545395	0.9664	8.78E-01	1.40E-02	
A_33_P3326235	0.9664	8.78E-01	-1.80E-02	HBM
A_24_P324712	0.9664	8.78E-01	3.20E-02	NPC1L1
A_23_P114134	0.9664	8.78E-01	-2.40E-02	SSX3
CUST_28433_PI429545402	0.9664	8.78E-01	-1.40E-02	
A_33_P3348164	0.9664	8.78E-01	-2.60E-02	TTLL7
A_23_P64854	0.9664	8.78E-01	3.60E-02	KRT75
A_33_P3395191	0.9664	8.78E-01	3.40E-02	KCNMB2
A_23_P120660	0.9664	8.78E-01	-3.00E-02	RPS21
CUST_1044_PI429545402	0.9664	8.78E-01	2.20E-02	
CUST_24633_PI429545410	0.9664	8.78E-01	-4.40E-02	
CUST_32342_PI429545406	0.9664	8.78E-01	-2.20E-02	
CUST_24628_PI429545376	0.9664	8.78E-01	2.80E-02	
CUST_13235_PI429545406	0.9664	8.78E-01	-2.80E-02	
CUST_38475_PI429545406	0.9664	8.78E-01	-4.40E-02	
A_33_P3268174	0.9664	8.78E-01	4.20E-02	
CUST_28171_PI429545380	0.9664	8.79E-01	3.80E-02	
A_23_P101319	0.9664	8.79E-01	-3.00E-02	ZNF285
CUST_20527_PI429545399	0.9664	8.79E-01	1.60E-02	
CUST_18833_PI429545376	0.9664	8.79E-01	-6.40E-02	
CUST_3679_PI429545380	0.9664	8.79E-01	2.40E-02	
A_33_P3290567	0.9664	8.79E-01	4.00E-02	WEE1
CUST_27461_PI429545406	0.9664	8.79E-01	5.20E-02	
A_24_P911288	0.9664	8.79E-01	2.60E-02	HPX-2
CUST_11238_PI429545388	0.9664	8.79E-01	-2.40E-02	
A_23_P209499	0.9664	8.79E-01	4.20E-02	PAX3
A_33_P3230011	0.9664	8.79E-01	2.20E-02	
CUST_37529_PI429545376	0.9664	8.79E-01	3.20E-02	
CUST_25852_PI429545384	0.9664	8.79E-01	2.60E-02	
A_33_P3260782	0.9664	8.79E-01	1.60E-02	RAG2
CUST_22888_PI429545376	0.9664	8.79E-01	-4.80E-02	
A_32_P331139	0.9664	8.79E-01	2.60E-02	C1orf192
CUST_20337_PI429545388	0.9664	8.79E-01	3.60E-02	
A_33_P3228102	0.9664	8.79E-01	-1.80E-02	
CUST_21367_PI429545399	0.9664	8.79E-01	-9.80E-02	
CUST_37691_PI429545395	0.9664	8.79E-01	-1.80E-02	
CUST_15477_PI429545399	0.9664	8.79E-01	-3.20E-02	
A_32_P143880	0.9664	8.79E-01	2.40E-02	MEMO1
CUST_28013_PI429545402	0.9665	8.79E-01	-8.40E-02	
A_24_P926760	0.9665	8.79E-01	2.00E-02	NKTR
CUST_11482_PI429545376	0.9665	8.79E-01	-2.80E-02	
A_33_P3243558	0.9665	8.79E-01	3.60E-02	
CUST_25077_PI429545384	0.9665	8.79E-01	5.60E-02	
A_23_P412990	0.9665	8.79E-01	-1.80E-02	HRH3
A_32_P12639	0.9665	8.79E-01	-2.20E-02	PSMD12
CUST_27701_PI429545406	0.9665	8.79E-01	3.60E-02	
CUST_26221_PI429545384	0.9665	8.79E-01	-3.20E-02	
CUST_13310_PI429545402	0.9665	8.79E-01	-4.40E-02	
CUST_25253_PI429545388	0.9665	8.79E-01	2.00E-02	
CUST_19937_PI429545388	0.9665	8.79E-01	-1.80E-02	
CUST_1467_PI429545399	0.9665	8.79E-01	2.40E-02	
A_23_P159227	0.9665	8.79E-01	2.20E-02	
A_23_P132147	0.9665	8.79E-01	4.20E-02	CRYAA
A_33_P3352867	0.9665	8.79E-01	-3.80E-02	PCDHA6
CUST_10562_PI429545402	0.9665	8.79E-01	1.60E-02	
CUST_2754_PI429545395	0.9665	8.79E-01	5.20E-02	
CUST_30935_PI429545384	0.9665	8.79E-01	1.40E-02	
A_23_P502832	0.9665	8.79E-01	-2.80E-02	RBM12
A_33_P3399263	0.9665	8.79E-01	2.00E-02	IL15RA
CUST_38539_PI429545376	0.9665	8.79E-01	5.00E-02	
CUST_11199_PI429545380	0.9665	8.79E-01	3.60E-02	
CUST_34367_PI429545388	0.9665	8.79E-01	-5.60E-02	
CUST_41334_PI429545402	0.9665	8.79E-01	-1.60E-02	
A_33_P3373975	0.9665	8.79E-01	-6.00E-02	
CUST_35657_PI429545384	0.9665	8.79E-01	2.40E-02	
A_33_P3355232	0.9665	8.79E-01	3.40E-02	
CUST_40630_PI429545406	0.9666	8.79E-01	2.00E-02	
CUST_36416_PI429545388	0.9666	8.79E-01	-8.20E-02	
CUST_34765_PI429545384	0.9666	8.79E-01	-2.80E-02	
A_24_P165656	0.9666	8.79E-01	2.80E-02	PRKD3
A_23_P34433	0.9666	8.79E-01	-3.20E-02	ZCCHC11
A_24_P134302	0.9666	8.79E-01	-5.20E-02	
CUST_19499_PI429545406	0.9666	8.79E-01	2.60E-02	
CUST_23469_PI429545406	0.9667	8.79E-01	1.80E-02	
CUST_36315_PI429545402	0.9667	8.79E-01	-1.80E-02	
A_33_P3365202	0.9667	8.79E-01	2.40E-02	
CUST_21833_PI429545376	0.9667	8.79E-01	7.20E-02	
CUST_32863_PI429545410	0.9667	8.80E-01	-2.20E-02	
A_33_P3379680	0.9667	8.80E-01	-2.60E-02	OR2A5
A_23_P137705	0.9667	8.80E-01	-3.40E-02	
CUST_36881_PI429545395	0.9667	8.80E-01	2.00E-02	
A_23_P23783	0.9667	8.80E-01	8.60E-02	MYOC
A_23_P417853	0.9667	8.80E-01	1.60E-02	
A_19_P00317856	0.9667	8.80E-01	-5.60E-02	Q6P4E4
CUST_22127_PI429545388	0.9667	8.80E-01	5.20E-02	
CUST_35593_PI429545410	0.9668	8.80E-01	2.00E-02	
A_33_P3265301	0.9668	8.80E-01	-2.80E-02	GJD3
A_23_P140029	0.9668	8.80E-01	2.20E-02	UBL3
A_33_P3302165	0.9668	8.80E-01	2.40E-02	ABHD8
A_33_P3485760	0.9668	8.80E-01	5.80E-02	
A_33_P3390013	0.9668	8.80E-01	-5.20E-02	ADAMTS1
CUST_29141_PI429545406	0.9668	8.80E-01	-2.40E-02	
A_33_P3289145	0.9668	8.80E-01	-2.00E-02	COPS8
CUST_22247_PI429545384	0.9668	8.80E-01	4.60E-02	
CUST_16314_PI429545395	0.9668	8.80E-01	-2.60E-02	
A_24_P633902	0.9668	8.80E-01	-2.20E-02	RNF115
A_24_P98263	0.9668	8.80E-01	2.00E-02	EBAG9
CUST_20918_PI429545402	0.9668	8.80E-01	-2.00E-02	
A_33_P3369311	0.9668	8.80E-01	2.00E-02	
CUST_34937_PI429545388	0.9668	8.80E-01	3.60E-02	
CUST_35735_PI429545406	0.9668	8.80E-01	2.40E-02	
CUST_30703_PI429545399	0.9668	8.80E-01	4.60E-02	
CUST_39359_PI429545395	0.9668	8.80E-01	-6.20E-02	
CUST_42987_PI429545399	0.9668	8.80E-01	6.00E-02	
CUST_23568_PI429545376	0.9669	8.80E-01	5.00E-02	
A_24_P870799	0.9669	8.80E-01	-6.60E-02	GRIK3
