name	Fold change	p-value	G2-1	G2-2	G2-3	G2-4	G2-5	G2-6	G2-7	G2-8	G2-9	G2-10	G3-1	G3-2	G3-3	G3-4	G3-5	G3-6	G3-7	G3-8	G3-9	G3-10
M219T411	1.603388753	0.284622641	159733.9279	38317.62514	21238.29918	30748.68596	30220.95235	26135.51947	27293.29484	15519.91292	29045.72145	39674.78485	19703.59976	21116.62458	18512.60583	30387.68518	26060.39488	36898.04232	17780.54645	65702.51727	4806.726483	19684.65347
M237T231	1.916850392	0.024882187	6193.520467	20097.20017	9846.100839	8823.09366	14016.72879	10398.53629	9971.505366	4552.16181	4158.913009	6091.418097	5444.992647	7654.094874	2489.564903	2504.015584	8533.67808	4820.254019	11043.82537	3099.170089	859.7671673	2667.239631
M191T314	3.131269325	0.157731964	26149.18733	3854.6828	3252.351626	2843.732134	4585.91837	1507.895709	2897.643928	1672.510717	2932.565894	1746.457794	1094.480522	1683.841265	898.2288689	674.9901714	2315.212658	2034.640834	1980.202522	3946.206157	737.8965382	1063.084118
M253T282	1.781277777	0.351491662	33506.45972	2902.702887	3472.336445	3529.637466	5500.097451	2425.669167	4026.150746	2189.709776	3875.491783	5564.696871	2553.017667	2217.924199	3804.388408	2433.391541	3004.157714	4462.201376	4724.005987	9151.137693	2932.128663	2327.138749
M537T217	1.360785165	0.162691517	17712.15671	284942.4918	202061.4164	280529.0745	224061.5311	161426.1478	247104.1782	125482.6266	261413.0685	250277.1597	154981.5846	152959.1741	102688.3543	172168.0572	206348.5209	339516.3474	142862.5846	118427.3841	13986.41116	106226.3781
M203T389	0.960545214	0.832826764	10434.91313	66091.65169	101695.6767	78532.1783	78326.95631	57378.92952	62443.55483	121197.3608	96227.44739	55542.72169	45574.45956	78438.28185	68940.1623	85494.14152	39443.69035	107208.6008	41198.44526	143113.4497	68284.31085	80073.46203
M261T477	1.066597487	0.765415698	1863.365367	27851.7955	20617.44054	41541.99595	35939.42821	21442.89985	25531.85416	13758.9821	50623.67649	31998.58082	20654.70058	31195.19161	13309.78666	38921.45256	38337.62258	30597.97859	29956.96294	18485.19926	5318.013419	27461.4735
M365T166	0.631185173	0.382775512	7666.504986	10980.5197	7438.851656	5659.45374	12893.28926	3538.482508	6885.866	7235.468906	5715.140585	4255.83057	8190.379874	7658.901874	5732.027577	7041.64275	3943.874768	9205.161235	7383.203495	4505.698486	52874.02217	7963.036974
M362T137	2.051152244	0.280089531	41395.4027	20225.09228	14644.30701	193367.9788	16802.69572	17296.60287	11763.10062	21130.43985	15630.88744	32879.69166	13090.21999	16763.01851	10420.92619	19058.11819	15756.0608	17261.54807	20342.59863	45435.94976	18044.28211	11593.05674
M288T353	4.661214075	0.123089079	115392.583	19555.50752	8241.561515	16085.44405	17646.14372	9363.195723	9954.4975	3987.620849	7788.338746	9808.92037	2346.903044	8567.931346	1782.755439	1975.714676	6823.788685	2862.43053	10706.81618	8533.292861	1273.677345	1857.822493
M291T471	0.833838483	0.41520073	40981.33105	805047.9541	486446.8567	378163.7295	525059.0251	611537.1525	693820.4298	526088.4294	239373.2889	942884.0335	610298.4436	511287.6191	513206.3938	921785.0759	596254.9317	964975.073	523110.2928	1061449.958	30743.94798	562354.7541
M303T551	2.29794985	0.035239838	49647.73778	17877.34367	12280.76747	24609.29758	61945.61484	13529.82718	15083.41199	3272.494553	25496.93191	16296.40523	9067.359301	23140.18398	4728.44799	7779.598518	11498.0924	6691.878734	12875.1876	12203.62611	9073.01179	7400.868938
M306T358	3.19849571	0.00015533	33737.35401	20076.4457	9293.138453	19427.98344	16972.86362	9838.192556	27147.13435	15177.83597	14384.64501	17924.01156	8307.557475	7101.853091	3527.486756	1689.928952	8551.796219	5017.114033	13503.3112	6532.134887	908.7509036	2380.732865
M322T331	2.072890127	0.065529538	40196.19811	9829.242677	14690.75141	21811.17802	14536.5409	11170.91015	25003.7916	4978.375609	28880.34182	14177.4335	8662.247558	10698.53044	2087.247134	2975.738901	39078.83328	5779.467322	13385.89641	2808.110501	1416.914704	2486.938625
M360T440	1.325731056	0.278019956	14711.32204	69438.63146	34917.06023	56270.80617	55825.52447	96678.8766	79727.47471	19161.41491	89884.27412	50242.59938	49786.34401	72505.13972	20626.16851	18383.91629	30634.29655	38774.42075	71661.72341	91705.30275	9464.048612	24040.07199
M338T368	3.256583167	0.09234479	66811.78301	9879.933337	4945.709861	12188.67814	10075.81839	8226.298522	11583.75489	4889.99589	8829.477532	12666.9172	4172.511938	5500.365947	4662.152343	1129.546923	6819.998858	2553.960107	6882.53692	3538.105549	6751.632506	4079.940804
M247T358	1.543834263	0.127152397	23283.28197	72678.07504	32464.41926	78967.581	81575.94585	53008.84314	28550.55594	9292.230824	63922.90745	26250.25703	11420.54509	44725.92364	11884.50965	15862.63237	30744.53238	51879.64244	50667.13317	57460.92598	3195.513428	26591.64265
M97T51	0.932323377	0.785937995	7372.350277	19406.83508	15630.9155	5452.363816	9456.96168	4726.655803	9484.82365	11936.89883	2137.481048	3422.196104	12459.65127	7995.298792	7761.165823	12190.48751	18448.57398	9709.95693	14424.14392	1512.489582	5257.129621	5731.019513
M130T60	3.022279658	0.01201303	47816.28682	26032.95295	17465.48299	19561.9479	31892.73934	103896.5966	16426.40373	28855.28325	17867.58872	41371.75542	15290.06796	13033.16242	8842.421128	10759.70988	14353.738	17431.25611	11281.33505	10500.42497	8731.844626	5975.424924
M118T359	1.014444765	0.929050937	257175.9066	229193.1886	379628.059	267343.3445	189541.2408	231433.1368	173939.4062	397480.0527	148478.6311	164391.096	204526.3548	286037.2327	309797.7961	189637.4306	177234.6298	137604.6021	305069.0418	415826.1901	164873.1722	213274.1226
M447T449	1.256457602	0.285974725	3413.599653	9034.725198	4780.36829	11839.36045	6691.926559	6283.760682	6793.307251	4396.649392	9257.030591	10327.42877	8734.450881	5080.641656	4765.504375	6950.899179	6265.682639	12223.3621	3380.698939	7124.18446	645.6771391	2784.023204
M104T382_2	1.169423715	0.299662071	240173.2938	586877.9968	405955.5126	594669.915	355765.3309	364468.4223	400657.6849	360943.6673	385805.7511	453341.133	268629.1364	307154.4343	312354.7577	378288.346	327984.5488	455479.4809	430902.8749	650782.937	103834.7324	312198.2736
M132T255	2.312954251	0.007763818	1507.393412	10371.08366	7612.695891	14374.44193	8255.976951	7933.072679	8506.076187	4881.329983	14607.03509	20544.59099	4253.050762	5154.531433	3011.063468	3191.936044	3406.794118	4209.513651	6391.041118	9310.894542	576.5714029	3121.342281
M160T380_2	1.673169563	0.352042401	35939.38839	461974.881	872157.6167	642063.5089	1282565.148	253925.4665	621987.9285	427373.2861	3734156.205	170464.9271	620994.8353	945883.6933	325777.687	376674.1794	1248132.259	413150.0835	244176.1863	360981.8795	32821.41926	513145.1851
M274T250	1.52130991	0.149816601	2130.28612	5084.637974	8636.795465	3305.063427	2985.135165	3217.256426	2299.602615	5098.762027	1388.200283	2042.005955	1961.333244	1191.109767	1856.889079	913.1916115	1734.232682	1584.857219	5985.888441	2396.710889	2581.784499	3581.230413
M179T458	1.64337522	0.159789804	2638.701226	16890.1592	16854.752	22932.83852	9765.065936	5987.91807	11863.58509	8375.253366	42680.84742	15704.07625	10593.51883	7312.649748	5279.922986	7696.824735	13423.69639	16848.34158	4028.174422	21781.04119	991.7736492	5566.944724
M244T238	1.194047697	0.350221789	1365.904819	7452.842915	4244.218195	3873.406705	7864.638096	4709.56103	3888.046572	4602.882364	3912.545028	4510.313353	6478.217109	5010.619339	4914.980536	4301.874348	4035.146496	3591.121682	5166.370554	1939.013287	1141.487058	2300.989222
M489T444_2	0.9378431	0.790501558	4872.804245	52264.05445	28194.56528	51730.26962	36854.10188	18573.83172	20889.48403	13885.56075	58203.55391	46739.32121	22636.50713	43135.44283	19269.84689	40298.07322	49437.81128	48321.23628	31648.10438	66941.0148	4140.922715	28396.12059
M324T449	1.06365255	0.852366157	3447.098349	18179.39387	10871.06456	35997.33076	14375.61925	12988.34677	14356.6626	3330.543819	27479.93095	26194.16395	16516.56649	12630.91026	5230.36829	16663.40367	16902.67014	49191.05839	5975.972175	20749.65693	4678.727946	8673.803412
M112T239	0.965877718	0.814137419	15737.61607	36671.17318	23475.5374	15300.82487	28986.11004	21948.12111	21082.07147	21369.51574	18474.1696	22940.29497	31516.85065	34861.58555	20365.10904	20193.58239	26771.74545	22179.53551	25519.275	16583.4407	30388.33379	5589.532208
M161T319	3.480802221	0.029316575	19489.59161	6325.999082	3805.506059	2986.279949	5891.267776	3206.582609	3896.282102	1881.021757	3555.885441	3171.767835	1893.156983	1422.432468	1002.274609	1244.546213	2151.423444	1530.970718	3017.092393	1427.171435	716.9136004	1168.067098
M316T187	1.193004548	0.743177226	11105.16005	863.5762893	7881.135526	3484.956035	3946.501116	5015.02325	13390.25681	34303.84063	1795.324831	3088.477725	21346.57619	2670.748549	20513.35282	14500.77771	7144.578783	731.7589813	346.2037744	814.9573384	1937.020753	1137.30147
M201T394	1.892255425	0.003706987	1139.048799	23468.69301	18594.80415	22007.6071	18083.73614	16251.9531	23638.7407	26140.9293	18442.53529	27448.90901	13972.82055	9976.764101	15078.31739	8801.731663	7972.685355	15718.53012	11095.54267	13173.00443	611.923377	6764.962217
M197T435	0.021665783	0.141918056	1760.548928	3153.699195	1578.297605	1559.682004	2734.430163	1149.262194	1638.708358	1697.043547	1969.000602	1855.473724	1475.384593	26535.74694	14560.13013	105772.9426	57940.5205	585182.2595	12232.60817	18854.12376	5197.705006	53645.12306
M521T477	1.230918449	0.580645825	1006.954838	6807.940093	4457.415612	19252.1686	12451.02733	5109.175815	7763.29147	2278.264128	30979.93874	11656.67117	4759.940295	8853.44205	1896.674614	16397.47342	17220.40178	11590.50652	9400.455518	3450.312467	736.3153688	8366.7686
M106T291	0.57614864	0.043715316	5133.373545	1289.361679	1024.587208	2993.116122	1315.508738	1234.515934	1190.058644	2423.291688	5933.556795	1415.216854	2100.019572	8722.493231	3957.911898	4065.644127	2463.115356	3209.703565	5000.014039	4934.195907	3756.280945	3364.24584
M207T33	4.463391846	0.338527221	5124.80819	7315.029998	5919.227651	270013.2046	5505.989132	7153.702025	7075.336808	7258.067635	8120.180972	9873.288066	6834.477438	4991.285231	5171.704695	6731.660168	6035.556714	8753.267312	11316.46448	7395.166427	9412.81163	8044.93934
M101T370	1.18527144	0.271334813	8354.39923	58478.79597	36578.93897	53851.80728	51986.72367	39803.63402	43250.00803	38914.75524	64155.15496	52294.36794	45309.36621	35425.29205	35026.58325	31037.27971	59201.92542	40597.32478	35312.10463	45807.3385	14200.72549	35774.9414
M162T410	0.661818128	0.358419382	8752.25926	6752.603101	5827.985598	9239.375601	9944.556904	5690.758129	6567.460001	7196.817301	5488.344862	8830.678206	6765.148929	4710.410124	5042.4282	6796.322881	30091.79354	39160.86863	5549.046312	8291.534714	2234.016691	3611.080395
M175T585	1.109017333	0.767886643	171900.9436	6570636.108	6201347.929	9784926.998	2548328.513	692016.8308	2217381.168	1303284.922	1475166.719	3396253.381	1628458.089	3274500.753	1820029.283	3494416.162	1709220.88	920838.0413	5591441.237	6308605.653	2589606.959	3646387.442
M166T364	2.106898123	0.013134209	1848.332398	93335.96996	59870.73027	36108.14529	65922.71169	46476.71109	39132.04462	34062.74208	24790.39995	48853.7807	21162.55292	19730.23127	41147.60988	23566.65315	8143.727856	26544.65258	36609.15407	15377.52069	5910.1571	15582.46607
M207T230	0.828047245	0.515549594	1163.697539	9704.612097	7718.823701	1044.269745	3743.568791	2957.188125	2938.528899	2858.607335	1258.371114	4335.915144	3529.572858	2488.847436	5172.97077	7495.523444	7593.186597	7709.164925	4914.708475	3006.291166	1227.511478	2419.505639
M243T467	0.861844243	0.543036964	7635.491225	71879.60251	47005.74419	123287.0939	93769.31122	63615.42011	60278.23798	23308.5682	142816.8681	93735.36403	66335.78653	74599.40519	35635.18643	133984.7383	127231.6649	93928.07248	146044.3627	59549.79307	18947.03573	87668.72145
M115T500	1.095508368	0.729248294	3636.232884	17176.72498	30495.74722	13067.46118	20019.53169	17563.5563	36548.72062	18674.12433	9137.820466	14356.98324	12902.40548	7778.838899	35025.12249	19615.46372	6453.622591	33255.26282	8191.226386	20521.17783	10845.95611	10336.09287
M116T307_2	1.32089353	0.164998266	12697.79251	598134.854	480834.2898	255908.6918	614414.4324	517741.8065	422081.1436	449771.3658	269580.3119	450531.4314	233393.9117	252328.7364	401423.2054	362692.3044	169386.9168	470988.2176	495795.0925	225723.494	195168.2295	275631.548
M213T446	0.855512568	0.449114055	995.8597485	32415.30227	22032.52911	36986.68357	32121.77695	25478.07096	25582.34736	18684.20329	50295.33984	30686.9598	27792.34262	35781.86431	18763.27959	48922.35083	48453.24525	35524.71795	45457.84312	22399.57646	5271.326369	33404.38163
M114T43	1.17780228	0.224270694	218531.4262	150352.6743	126530.0433	139545.2639	131561.1703	123716.7935	133773.5565	143069.3001	297836.5781	170280.1146	115996.4738	132109.3605	97314.33326	107805.8555	165107.8471	148030.3654	191681.0331	125320.0794	159854.8108	145125.7028
M230T324	4.084438289	0.038170816	935.3691636	801.1482347	1020.920926	12296.85855	1440.8944	1753.121471	4215.732013	9923.019457	7052.589539	18192.44344	4182.334634	745.0437557	835.5300609	405.2958571	513.0373909	993.228967	394.9294555	2723.587279	2998.667868	318.5094864
M338T32	0.749063982	0.310062443	78691.627	246319.4025	46582.24862	241766.8705	135645.2425	89964.02492	56308.54929	64314.02127	112378.4882	246378.3073	355136.7693	91296.58039	74607.87726	105678.5372	212376.1831	188063.5749	116542.7428	355190.2146	177172.8238	83929.58819
M786T401_1	1.532519967	0.011910689	18560.89859	24872.51058	15250.13078	26656.48193	19513.26535	18905.25714	21645.88668	18176.45851	22096.83441	34628.09393	15419.56674	13426.95313	8149.483059	11382.3907	14152.38261	20402.18304	20157.76949	25750.56795	2349.060614	12563.60518
M148T47	1.45284185	0.215291398	648.7206626	24425.11286	22780.49376	6987.794207	38830.25343	15452.14045	20930.75954	17766.68507	7122.554826	5804.596133	10163.03789	15823.54149	9626.503644	15032.08912	8740.381269	11891.15137	18332.32625	1113.813986	8840.683518	11081.0753
M276T472	1.266089914	0.220211496	28925.2336	38632.09557	17359.35791	29696.81559	48982.58261	20504.78436	20651.45261	24898.52716	19516.91532	33016.78476	16919.46868	36014.48421	31148.69451	6888.932668	21366.37126	12406.25835	27913.58078	34812.79216	7371.134113	28037.04275
M295T345	1.749405815	0.027168179	6784.117572	3261.049409	2055.303233	2438.269669	3507.876335	2658.058056	1934.863319	1316.470056	1934.483408	2942.856839	1304.408805	2159.699225	866.5698414	2192.161499	1337.040943	1233.226689	2558.06574	1768.361058	1095.816821	1966.44431
M217T420	5.340599544	0.24607092	343479.5327	15901.75676	14820.67653	33994.48307	16372.20585	11691.80093	10537.18932	6868.151919	14468.00882	16910.64804	7551.208173	9186.701129	8725.111444	6803.865122	10896.35485	11603.58528	12551.77457	16031.56389	582.4640438	6889.469269
M308T403	4.326706629	0.143941076	89499.69768	22672.13602	22009.96221	1284041.445	25758.46158	29706.33729	19950.73025	12709.84483	848480.4542	843975.345	16085.4754	19309.44262	5538.591004	42188.74374	23741.87903	42827.30622	11149.77033	559410.899	4088.116167	14976.00207
M190T377_1	0.726000555	0.351716796	6826.123341	1973.353041	1420.655375	1843.661662	1270.210301	1628.794655	3472.504465	1052.73945	3770.062923	1656.20077	8184.620181	3096.715406	5176.538593	2993.558345	801.7643663	1461.088728	389.3776566	4608.41309	6166.897368	1438.22589
M212T445	1.263533151	0.364509209	2461.73287	4829.249867	3132.955723	6047.585165	1950.538054	3732.03218	2272.905868	906.4293927	8618.980313	4580.140233	4308.786803	2717.615572	1323.974071	6120.022428	3492.412745	2035.849517	3751.449388	3100.182913	809.9805378	2835.601537
M173T434_1	1.094211252	0.896926154	5121.485225	78189.08451	43721.12766	3785.242461	3653.266231	8958.531117	78075.12119	2623.208321	10487.94791	9856.564789	130195.7749	9266.760186	1288.169618	36601.48775	34327.80952	5622.747173	1126.060176	1596.621447	2302.678434	1094.54239
M258T459	1.067310013	0.725031318	7918.795176	57173.56346	40553.63569	48648.18547	25835.76512	25771.29038	33796.96751	26510.8621	42772.73737	29344.19582	35319.46729	21724.20143	31484.99581	16975.45666	39790.84352	39229.44226	49764.84242	38391.722	7304.473791	37003.98984
M189T282	2.95540772	0.05865843	46429.63276	9676.666472	6336.121134	6332.945424	12643.79637	5751.407736	7358.452522	4942.447273	13448.77113	8187.815265	4319.932936	5971.120191	2436.54599	1920.500523	6157.172691	4664.584016	4224.498448	7339.972876	1530.870272	2413.261736
M204T358	0.346535946	0.032467869	8053.77713	7866.089404	2425.911288	8277.354921	5616.483733	3002.923522	2666.38671	3317.228868	3769.080817	3075.25519	36867.08011	2179.095551	20894.18437	20766.45937	24451.72021	18812.61746	5181.771238	2829.860864	5352.982697	1381.415021
M187T358	4.906456506	0.238948412	111961.1182	6844.499037	2695.617273	12228.26135	8267.98807	4063.888591	4127.367388	2754.265098	6041.846005	4455.90118	1503.909242	4947.003564	2159.892403	1254.663893	4610.438911	3646.89769	6987.407745	5503.52623	1063.329911	1634.2931
M195T221	0.891747497	0.608106133	972.7839592	4072.679875	1618.319366	1518.173195	1308.909902	2119.078556	1586.590298	1240.698292	974.9946732	2920.221822	2123.906218	939.6313811	1643.672491	1708.722188	1258.37121	2129.367969	2565.20072	1106.81409	3647.614524	3434.592561
M189T357	1.228729272	0.088537298	1002.845722	1135.216231	1014.139592	1609.023705	1164.984578	1547.878707	1001.372091	2113.322006	1104.901576	1455.205462	1460.193268	782.536999	995.6451769	854.6649601	904.0143842	1227.041433	1302.403311	1273.433686	858.0115603	1043.264977
M177T325	2.145585439	0.000614509	7874.085661	12845.54501	11415.89696	16497.073	15395.16016	8372.203048	9753.448854	4730.102795	14681.08757	11757.06904	3307.389718	6996.692246	2077.228365	3276.074579	6597.484407	8604.486178	7500.82031	9024.250635	1592.454738	3839.319959
M209T358	1.991267447	0.003050631	7966.783647	10206.22188	3537.480625	12182.97453	11827.69725	4867.94872	7236.378954	6213.746158	4861.789387	8288.588535	2380.708934	3869.69919	5900.033184	2462.473998	2517.174349	3697.535721	7917.273006	5404.076103	2568.300708	2046.784254
M312T449_2	0.75296057	0.406729411	18349.81599	5898.51538	7218.303286	4999.413925	25885.52312	8486.542245	8016.714762	2244.687721	3574.199026	4160.391234	3262.086339	11536.63772	22389.16943	15223.64425	4465.798612	25741.47615	11209.23749	7454.541306	14277.68121	2419.486556
M285T417	1.377970819	0.101661893	113480.1087	215612.4966	75582.42221	220090.6146	163669.5437	111188.8057	134613.0108	84205.63374	160164.1957	185592.0149	81038.48878	112154.091	79167.30539	97361.03098	112763.6421	97826.60226	144141.7085	229053.7808	25067.43847	84002.00266
M213T358	1.670555043	0.017147354	36951.08983	89865.81696	31472.9489	66603.21377	55919.4559	43963.14554	66199.07106	60087.51128	42856.33185	70482.27546	17805.38672	38462.24467	31058.8053	17258.82075	50302.77103	22087.60889	77161.77213	51227.35638	10692.60786	21794.9244
M353T427	1.123926099	0.518123588	3341.301783	3757.581602	4712.829062	2641.26962	2806.451094	1070.635078	2254.366215	922.3324917	3256.614698	2775.010351	3036.914406	2135.555034	1271.379424	3435.209494	3071.05755	3409.593355	874.079651	1791.977759	2672.766825	2803.426211
M284T452_2	1.485741391	0.113747217	7887.707217	36862.2436	18584.53393	8543.232249	21847.52001	22132.12256	19239.75927	13202.09386	10846.30971	12725.65473	13388.45771	19699.64987	11429.91832	10695.45853	14770.25447	3358.606681	22457.64035	5870.159459	4653.398897	9356.868356
M235T370	1.732525254	0.033228754	15153.56152	13781.20729	6476.350089	12296.39235	16699.05837	10070.86443	6976.906896	3280.46397	9342.407299	8947.099828	3754.622618	4604.820628	3459.364073	8738.990102	3242.834098	2718.577423	12416.50916	14150.42207	3445.157733	2933.527658
M298T206	3.634990593	0.009802442	884.3441572	39065.90118	13991.95779	6404.597026	16652.00791	20090.43775	23230.46223	5934.226663	6559.952382	12127.43473	4191.646476	6885.266034	3444.630866	2593.481753	5249.645488	4043.411814	10518.97699	1492.565614	393.9410171	1060.353315
M341T386	0.812346229	0.509848661	3188.105994	8024.660287	1772.58022	8056.186129	9287.137408	6313.146599	3797.532534	3212.729934	4647.278648	6794.679202	2203.391379	5923.25536	8783.142334	4768.610525	4318.631171	4536.64175	17397.99019	15162.31425	1397.689541	3329.214492
M363T38	0.494155463	0.056047696	12698.47346	3110.644646	11420.83327	10755.73788	23440.95287	2356.108976	6163.617903	9134.120027	10684.83444	34341.30248	4260.894859	21552.17626	43183.1204	59190.95052	15155.55948	36173.41517	26614.83088	9027.134787	25629.54697	10361.32126
M203T233	2.47328677	0.012104194	34939.71613	16321.49135	8372.472556	9889.226265	15304.43778	9580.432538	10790.71926	5338.541494	8007.235175	11196.91571	5981.416022	6696.436694	3721.870205	2155.459107	8153.04783	5696.438355	9539.286582	5524.084614	1560.939362	3428.014825
M246T287	2.28798512	0.000448151	38875.02774	23972.72048	15181.08051	22301.69182	27548.79354	14606.89202	21122.99556	9733.342896	23896.71477	26802.69043	10582.49299	9265.355851	5836.37375	9176.929914	8467.486636	10719.8883	14553.26011	18921.45872	2381.959235	8015.863895
M261T360_2	2.638913773	0.15588928	101000.2697	22650.67963	14850.70477	11418.22151	14078.7624	9019.184632	13854.41241	7184.75621	10638.51011	9684.592722	9994.522146	8167.903484	9046.93216	7380.77119	10230.51648	7546.609387	10905.80502	10687.68161	1403.540966	5873.723987
M245T83	0.92851182	0.747782004	50372.23308	41020.6019	30281.92378	44283.98585	17630.17077	17332.40383	13506.36053	15264.66212	13385.13718	16552.18476	10517.33791	20515.86497	31995.1681	26525.29154	25010.20698	37149.22873	35858.54669	55778.99149	13952.88059	22315.60933
M260T347	2.5242711	0.005452645	26611.23815	16956.99859	6813.486659	16673.62639	25481.60731	11804.0789	11914.84439	1217.470702	13133.38864	11857.12783	4111.901242	9054.822784	4145.233768	1074.242384	8080.164559	4730.6896	8175.062047	12990.7976	977.9122227	3096.799515
M201T217	1.892259236	0.02473683	2588.125904	21472.42503	6962.268149	22478.52767	14545.34695	12728.16534	16857.7511	7184.704125	21660.64244	17354.69092	5445.513684	5519.932058	6281.407038	7112.787557	14414.71997	2725.396355	18633.6187	10296.19437	2196.485296	3385.014126
M233T236	3.809353259	0.105038005	119097.2518	13013.0744	6765.380604	30543.14953	13609.86168	8037.010437	9051.725003	5062.074673	25438.84792	19556.13375	4937.229438	7009.912781	3524.927109	5054.889694	7384.956154	7099.84945	7036.91369	12654.37292	5898.81816	5071.879611
M213T220	2.441983351	0.001080553	7875.978025	9861.12662	4293.664062	7523.944459	10142.83938	7990.272371	7057.760995	1149.303251	9603.067383	6545.069317	2519.269659	4100.512631	880.9967138	2236.575046	6051.324508	1292.315162	7050.895198	1568.537389	1839.673295	1961.750127
M221T243	1.931609263	0.052810345	11980.64802	2945.897763	2925.050121	5167.508125	6647.929324	4104.647137	949.0018024	2706.989503	3628.496835	2336.131537	1850.052921	2274.072944	2942.999961	933.7547253	1953.504377	2569.031682	3186.129272	2297.532496	1450.546567	3006.701046
M158T72	1.33320551	0.252089799	10183.56388	68853.16109	69954.73705	123184.6097	56188.37334	41326.70979	70441.5257	54053.97276	36086.81175	41034.82085	36703.7158	46517.49565	31825.13803	31656.40919	39978.66094	91236.51967	75374.16636	27481.06397	9126.846131	38622.27992
M269T217	1.289469757	0.181640351	75935.08749	739298.7769	516365.6052	695963.1921	578443.6566	452061.8357	620205.6496	361653.7522	675805.5686	696656.7852	442397.3999	456015.2774	342417.6368	457355.5199	542069.0396	794893.317	408414.3687	384916.4078	41588.29153	327309.127
M360T389	0.730798869	0.398931129	32364.11264	94255.56581	43147.63262	73436.51214	62941.76483	57123.37036	89633.77345	54140.71077	67813.95049	63175.63943	69381.55463	50329.91909	191417.2908	42179.12619	23423.68223	71239.9447	284114.9275	32451.6082	38397.61022	70126.76162
M336T63	1.413099397	0.225133856	4433.239431	25614.6734	26002.55694	7590.303814	10109.49817	11461.67299	18355.58579	19631.90762	11899.57351	18423.00892	10185.89544	8754.537971	4949.73803	14307.57544	9178.335108	32730.12791	14018.92104	2565.747639	6158.172325	5793.002803
M90T274	1.634762696	0.016054078	624.744475	3129.932011	2861.981126	1469.735082	3337.409554	2756.933395	3789.084066	2240.957726	1483.503762	2010.433278	1507.445968	1581.160386	1310.748988	1580.999536	1515.819955	2182.822315	1478.572927	785.1499981	573.6688476	1984.01198
M102T46	0.792099855	0.434127201	5248.096594	18350.08647	11313.47724	21655.18132	11588.64153	5151.081053	21282.81248	7719.557205	12909.51905	7195.53736	21859.05557	13985.05195	2727.464779	10506.34309	37205.50696	28726.03606	14325.04383	13773.59959	2217.614576	9217.91788
M127T389_1	0.439733254	0.052843768	989.9286559	2004.358788	1093.23345	1464.621876	1745.661816	1641.639364	2171.995604	1588.342692	1537.134882	1029.998877	1662.757853	2267.897754	4271.264553	1917.925643	1374.678854	10183.04241	6606.129039	1259.472545	1114.726008	4060.689504
M133T374	1.778314873	0.003218903	9726.014727	52645.01766	32871.53752	43181.66999	47165.10073	39127.91451	33844.52988	24469.13114	34156.11756	56097.77255	21433.62978	23831.11921	22788.74949	20155.92594	16415.5162	29775.97683	25909.28525	26080.19403	6214.683113	17304.20671
M281T347	1.616474881	0.135306061	4224.969381	22480.22877	8533.828306	24481.3911	23486.67316	19115.05594	8105.541005	3405.188863	13337.95561	6440.436683	2689.64306	13385.17424	3452.017443	1742.894684	9108.94881	13755.563	13108.24621	18563.53848	2522.001597	4327.923631
M176T387	1.202364916	0.323178985	5678.531179	44359.87404	37737.28562	41227.35803	33729.54748	29692.65595	33486.01183	38086.29286	19751.79576	46651.32611	37433.12782	20312.70034	26106.81774	24293.91077	17821.44421	53094.54557	33426.39055	33238.77767	11674.16876	17390.46485
M241T433_2	1.107212656	0.794514357	14136.18733	6041.915221	4958.388886	25425.60629	44173.16127	14484.52864	3976.252438	1657.81396	7931.870588	4782.078554	5764.614831	13918.27568	6373.265133	6379.018689	5938.089184	13089.12346	7457.993676	27071.03641	11708.2427	17515.60847
M260T288	3.342040377	0.087344094	74002.08014	18077.95545	9864.811187	17710.9041	21166.53009	8940.877535	11723.47294	4216.514144	2931.823399	4480.37377	5260.716197	709.6032074	2583.934452	2386.919224	9882.678656	6862.790797	8410.150471	11097.31473	1434.749619	3170.43985
M243T290	1.864151652	0.041210597	22484.40123	8933.348281	5653.785856	5621.860029	7797.993657	3730.572903	6800.751405	3747.699946	8950.923445	11335.68581	3709.260826	4308.13572	3768.601782	3285.0773	5144.820647	7378.419212	6743.335272	4908.620467	2764.278313	3617.188144
M233T43	1.036918557	0.936460721	27580.75857	102888.4305	60006.82929	25749.67151	84773.88395	41962.01793	82221.44431	46541.0544	15206.07921	12219.49048	33870.5733	32210.71761	17788.97804	16965.10303	27608.3851	37183.99563	55523.90009	13796.93899	25369.97645	221059.315
M318T182	1.11726319	0.728757228	9213.152916	6479.379584	4331.006863	1467.19869	8014.454802	4333.799264	5541.164935	2329.240833	4213.542443	4852.354663	3681.601265	4368.52376	547.010761	4671.28102	15316.75823	3269.19994	6375.495186	1531.14141	1627.867815	4057.256714
M169T369	1.152923092	0.359792749	73173.77955	454464.4292	328256.4902	438119.3085	401896.4152	320810.2853	391233.3336	344242.6983	371153.5517	423638.7858	414370.1581	305133.1068	267758.5981	227744.2592	522309.2456	258753.3865	257513.5087	421655.4119	121233.0214	280047.6799
M324T35	1.046014121	0.838635318	5036.379098	15856.85609	12224.9939	13787.5997	12257.75628	1129.661357	15757.97855	15540.39183	7382.747147	15627.32586	7936.416839	13939.67134	1384.278761	9218.293082	8350.581707	11887.52688	22780.48083	9311.070139	8776.693955	15975.35234
