name	Fold change	p-value	G2-1	G2-2	G2-3	G2-4	G2-5	G2-6	G2-7	G2-8	G2-9	G2-10	G3-1	G3-2	G3-3	G3-4	G3-5	G3-6	G3-7	G3-8	G3-9	G3-10
M120T349	2.135546082	0.003083064	1966.180955	63227.64125	40013.46014	55089.14918	66949.09773	53942.17728	55506.91758	49361.98349	49004.32601	73972.05825	21447.82355	15710.9587	33066.5243	13901.45628	8285.730561	52094.19594	47951.02985	19804.88446	10174.41062	15924.96548
M205T255	3.097634956	0.022888817	25851.04937	75740.39683	40268.51975	237606.7845	78358.27668	80975.88181	55598.50792	39329.16065	135891.9109	271463.0189	23957.52117	29481.89165	21099.75115	21476.30138	18931.70251	34524.46925	49387.13686	105569.3324	14644.20325	17017.48855
M182T296	2.651892986	0.012125416	7503.655475	37860.34917	49304.47478	147402.7011	65652.55219	64736.4066	35102.03832	26087.71044	83996.93435	118673.4896	26247.82117	25831.93783	16074.85062	20585.04406	19688.36539	23939.84718	30730.42194	54562.04691	5688.28823	16600.84503
M260T365	2.339047132	0.010593265	101614.6563	74572.07318	28978.87385	81940.3103	96436.02723	35890.58537	44173.27609	16217.24968	42610.89796	46267.18672	13119.3579	28249.13876	16087.44135	9737.212177	32633.01593	26307.62129	76788.95341	26154.20911	3506.459272	10550.27069
M275T554	2.406947562	0.009327436	94460.33819	22010.44063	21708.11268	37551.7186	54365.76201	30908.28145	32212.17761	15526.73756	35643.80258	37325.37808	16299.3582	30549.1576	15473.81738	8313.790248	21775.79474	8274.114755	29600.6709	11951.10453	4340.27522	12009.81231
M246T389	2.195918	0.007424556	188128.2013	106525.463	45561.0167	100784.6627	96577.06434	66859.01296	63722.39951	33153.81325	75450.67702	72752.80901	25421.39862	50776.07086	36442.99099	21514.43662	49769.02039	44411.33448	84777.31426	47447.23024	4523.1182	21778.12467
M337T153	2.768680993	0.007686044	200642.2421	105512.0568	100816.9839	117461.5205	163776.3979	73731.77485	85755.5808	306736.5151	45295.02892	56272.00462	90251.90442	18712.82055	68595.16658	40456.74429	27729.66761	21784.60827	27928.25032	46281.17094	95812.08697	16093.23615
M305T450	2.024239675	0.04916393	11020.85454	62343.21985	30258.20459	89317.97613	59220.96493	24583.66781	28070.68402	22021.67928	50328.58153	128196.2392	22968.5539	17879.09444	17966.87405	30578.02122	9033.717504	46899.31175	14525.90177	43834.33119	13834.03026	32135.41872
M292T368	2.165968018	0.005365872	29243.25927	72882.38176	35447.54485	55276.86789	64901.49396	28829.51194	39137.12815	18564.59099	22442.85651	25502.90362	22084.05748	31439.44409	11355.24784	9104.665438	21404.20322	20390.15225	29548.84129	24442.01826	2412.725987	8905.592657
M123T60_2	1.437773985	0.017999411	16921631.63	37307732.4	31283646.92	43353391.72	30468045.88	20265736.72	33726045.38	27706454.46	39939760.92	34990452.22	25216323.71	28246090.12	17183953.55	21444603.33	26819659.74	34714866.39	26015724.49	11599065.52	6806800.394	21711304.17
M232T429	2.018419936	0.035528618	19768.3121	331591.6116	134148.6011	312583.6961	428250.7855	171966.8058	159177.2726	85727.36832	235871.4877	153742.3983	64401.45676	156838.7442	64422.64886	40950.66717	119993.0771	70510.01002	135785.9908	263934.0284	24259.28825	66042.5451
M142T457	2.125969685	0.003556594	2790.972625	63186.77419	51242.288	81156.01437	77241.01536	45652.94564	49435.22634	35273.58337	51101.06392	70559.52874	34183.60823	24093.41342	19196.62334	25995.07159	12429.64709	48825.34077	19141.08973	40828.69172	5541.911844	17952.2487
M294T324_2	3.289905669	0.000439346	16421.4596	44222.5147	21743.39347	44690.69439	36191.9412	13357.82822	32204.16585	6283.086707	38803.27278	26232.13453	9209.177034	11135.34979	3567.36257	3190.778649	19496.37828	8335.012803	14204.34534	7372.946353	3109.633981	5533.581822
M149T254	2.037126825	0.006576499	5143.987117	90640.34363	54401.84486	107857.3426	77605.73819	67165.25448	53897.39241	38077.96461	65374.65963	110054.6541	27117.4552	35248.27917	33240.772	25798.38041	26627.93612	39858.65509	51823.07179	58210.00325	7222.615211	23855.0193
M272T404	3.089133948	0.004429607	11211.22229	86546.73626	191757.8097	243646.4626	117164.3493	48502.56754	161498.0351	90117.31331	92482.48236	138070.8771	66956.86343	25742.43493	43086.55417	14061.17008	28936.67097	20741.46517	30518.17451	130438.6939	4194.541922	17630.53552
M173T411	2.891737752	0.000482392	14047.733	49375.11593	46108.07151	76263.54151	43716.62255	32030.38722	28864.68859	25642.7169	18165.53936	40510.76766	6795.920916	16405.82231	13252.81201	12305.85223	12404.13151	14878.26926	13028.91624	13577.59108	15146.61092	11788.84794
M263T235	2.484862846	0.005636378	8225.947874	88262.04704	31529.61707	15744.80211	90675.52301	46007.81939	61422.67768	35452.62395	64128.08908	69160.2501	25248.74369	25606.34907	15167.84188	9960.070991	37373.48933	18527.03208	29391.8022	33312.49918	2070.206311	8829.925365
M217T326	1.726922817	0.01319894	24510.61952	104062.1026	47231.33908	92375.14591	68705.86494	33491.52103	93085.99338	47805.36392	60394.60164	102145.3057	36043.88588	46674.30014	58783.31455	28419.49286	31072.1582	37830.58559	60769.67978	49468.97742	23361.56545	17754.36829
M150T54	1.66761323	0.029097913	33743.23733	130472.7133	70340.91369	81172.08672	66042.08745	39396.14221	76237.57737	51346.61605	45971.77087	108148.1994	81485.91128	56950.53294	54458.21501	28756.01319	42075.77466	50665.07773	53717.11155	14117.94053	12428.34861	26828.50468
M522T449_1	0.365183364	0.019555785	3623.500999	120393.3141	54536.96101	69850.58766	53541.88723	66231.37385	94748.56626	96320.09448	105983.5186	82688.55526	103937.6407	112174.9506	367654.041	173867.4376	106252.6291	452071.3651	439816.7556	79349.40593	22270.26909	190668.0198
M303T427	1.820065877	0.035661052	26241.95714	176892.7714	80006.39453	168999.473	194631.7168	101514.7071	115120.8816	23521.58179	184801.8933	131737.4317	48945.31652	74579.3087	49609.24009	39274.76355	77745.81936	58563.12443	120516.4083	148528.5288	6522.534331	36937.62014
M234T432_2	1.963209172	0.001566755	45171.65415	93598.54547	49959.7323	77078.84328	81580.29327	47291.5788	60197.76586	33800.72563	67890.68502	73800.8515	27668.39824	35754.4847	28576.35706	14877.43611	38789.2123	30568.54362	58924.90115	63017.87322	4815.091721	18099.65908
M300T35_3	1.68380108	0.000532517	535455.6428	443491.599	385839.1177	707626.5615	615274.9899	665822.7289	569025.7574	671690.9902	734433.0903	822465.1137	260298.8766	562003.0736	306932.3461	188781.1597	223002.3151	354280.8837	462950.0592	568018.9431	351184.0057	375667.2628
M126T292	1.842461154	0.00865322	294180.0822	5038698.095	3606890.953	7110163.691	5414124.964	3783605.691	4607032.482	3346295.344	5492238.773	6358682.888	3807759.351	2986726.04	1543220.463	3069213.502	1348761.461	3566180.457	1927302.372	3440464.584	388716.6225	2373683.813
M276T400	2.287882629	0.009231782	308618.5101	229114.5096	102365.3373	191987.9311	302327.5324	113152.2179	123544.3659	39874.39087	158107.0406	110240.4291	90989.75156	88659.69459	62434.84668	31243.86925	61406.99658	52095.41449	119366.9094	185558.2687	12300.7819	29955.01248
M248T416_1	1.871432968	0.017888698	4787.777153	123581.898	55836.49302	101841.3369	118049.8412	60968.44457	108982.7718	34141.07453	95643.35847	85784.17024	46484.41505	46950.11886	38806.4698	19270.49183	67781.96823	43982.54002	60756.88002	71650.86077	4573.699799	21674.4012
M165T296	2.775057114	0.011211211	6550.303696	37522.55841	39530.64825	138195.894	45534.01507	69655.69947	40699.10711	26163.9296	78702.6607	115090.4867	23271.34294	23404.97249	14342.23894	17913.52666	17702.04462	19849.63933	25921.32047	52614.22482	5433.153385	14910.78061
M213T416	2.667255542	0.004161617	9657.781107	369580.6013	134657.8898	241878.6245	393694.8047	221213.4004	210000.2114	80079.1882	183887.1908	253535.6714	66553.59189	115739.4379	47380.99775	46261.51448	71154.08118	91410.34722	105631.906	170653.3348	7002.565297	64858.02119
M120T254_2	2.147244092	0.003675744	228763.3145	5032703.605	3328432.094	6829992.765	4421504.898	4271238.712	3535917.609	2474400.703	4311695.255	6356800.822	1689532.144	2046986.185	2100320.247	1455357.745	1535936.959	2360101.791	3208843.68	2953345.39	328968.6127	1317725.428
M61T99	1.971068061	0.000346201	99227.26738	257430.5837	296661.2025	315086.3346	280993.765	194999.9265	346383.7106	274857.5372	389018.7106	384900.3798	230709.653	140850.7733	95908.81089	189300.2733	114710.245	202713.952	119507.866	119668.9257	76928.67392	150320.4963
M246T370	2.313040231	0.000363291	122376.6873	161259.7929	71955.06553	118422.8588	179015.9859	103889.9135	118180.4314	47329.4116	100639.2969	140713.4376	58279.8841	66149.61709	49511.62052	21331.53932	75291.4737	50209.81422	97470.4139	56091.67669	5253.700985	23550.1815
M309T27	5.032520888	0.003258304	116690.4072	556152.0105	386131.8316	669904.148	120916.6081	408629.2761	464164.9933	365508.5484	472936.3059	108358.4502	621251.5384	5231.01352	8237.468736	5781.235937	5406.288607	1519.667114	11580.29186	56582.35876	7801.154987	5745.067365
M325T449_2	0.479670788	0.056100861	1834.642053	90656.25907	36698.74582	46644.73411	36460.87728	45995.3414	61591.73588	62140.47612	72444.10185	58840.21266	72912.44283	65448.84777	216691.8669	82780.65027	46203.47637	162851.2297	271122.8792	52151.56868	11551.95063	88408.88692
M218T427	1.496472179	0.065474172	111601.1953	244137.0396	97829.31654	172527.4768	196911.9516	111236.7136	129423.9127	65687.22659	176682.0336	111967.8523	73057.00397	92179.75213	102842.1653	46550.44698	127701.1783	87307.52442	158038.7874	190562.0999	11551.32917	57774.75127
M279T44	0.573768962	0.086010235	74125.00458	167631.2226	87670.74165	40793.19281	105297.6551	226899.3288	122845.5608	279382.9861	44429.38061	92513.05028	75261.62309	47198.53714	235782.7478	360457.4463	98991.33117	333953.9618	444105.0255	66673.34365	211241.8863	290250.5943
M304T445	1.421052371	0.099501722	218964.4294	558185.1223	255666.2815	462094.888	502062.5701	334602.5358	399764.8155	232655.5947	428437.2275	461205.4997	273523.7829	261480.0864	255326.1421	176039.8262	323894.8229	178106.998	399048.4642	666255.5074	59231.7721	118913.1068
M290T480	1.369819961	0.098656558	37303.4689	198112.3356	130198.3104	180894.4877	163247.2211	124941.9393	139437.8416	101725.7022	146755.8547	159528.3791	103241.9915	114784.473	59003.91824	93111.66496	110266.9733	174047.0946	88538.53854	181907.5105	11187.04836	72908.743
M102T349_2	0.797330785	0.068777572	24272.56541	82049.96902	64426.38511	94406.59768	74454.48149	64059.62954	60099.24304	60130.46866	83488.40655	66908.31684	57229.91583	75361.60128	84823.09513	91343.87125	88314.74907	95300.10387	111580.3815	109073.7646	46146.58675	86517.6761
M277T44	0.467985197	0.06578509	23726.53083	74226.07402	38419.04675	21585.31534	38165.0705	30391.2773	40142.57634	42141.02389	8261.528946	16219.50474	32519.645	29054.39586	61311.47728	44939.04213	22687.70096	108902.4486	200017.4502	11627.85393	122425.3605	78669.51983
M114T167_2	1.437597412	0.074018098	110017.5113	2981821.439	2544955.758	977965.5894	2222005.205	2270152.253	2730542.741	1828442.974	2800326.193	2763173.012	1790171.283	1227903.839	1177678.604	971924.6776	2431671.797	2119812.883	1442549.499	1842703.926	619307.5504	1143555.362
M147T512	0.819786226	0.087286896	107635.7045	536077.0717	405957.6972	391420.6615	460533.8539	404334.9228	372657.7856	323231.0998	386080.524	490283.2479	446823.7921	416210.7613	609875.3411	429143.452	405003.1874	444140.8325	487541.9584	666790.6188	369819.4498	455411.4391
M258T401	0.24327597	0.061278437	7831.752731	10312.7518	5536.354542	6293.005172	10296.09202	4559.792345	5818.640971	75371.91214	5428.622012	6463.962462	3906.076607	73277.43751	673.0115208	3133.863211	81670.76447	160588.6395	80697.73388	158359.4881	1160.005621	3431.906058
M137T255	0.305299291	0.054992619	2901.3278	18274.68903	13167.12892	30742.56533	12049.92772	47978.4829	13192.83428	8890.842793	16578.26149	20967.70712	57139.86815	105723.2297	89588.87065	9525.471943	132555.647	180316.6293	9289.161557	11166.87384	1860.32392	7957.396987
M288T327	2.790321611	0.055643079	410433.052	92814.53063	69438.58899	95958.1665	115661.217	60404.45067	71705.77239	33493.20463	82263.52014	78672.64315	30532.03862	58886.66934	18976.63525	19981.4779	64861.83696	49462.97745	62123.9087	71152.83141	2991.097887	19137.01771
M245T184	2.679319789	0.050871834	146413.1079	39620.28927	22254.26336	69361.37887	38524.71795	27295.07777	27932.49785	11609.25533	24730.31746	21754.31256	18748.44306	19154.95272	9481.905758	7705.122437	32995.35585	20595.35167	27191.01422	13159.29037	2566.893066	8701.766427
M118T255	4.551402434	0.06236102	177542.0659	27374.20498	13640.83381	42108.81936	20314.70405	18212.90927	16016.19294	11675.70993	27108.1746	50129.22342	6275.228383	9086.419174	5030.957223	7062.182854	6292.066943	10761.653	13462.13802	24780.77426	1309.132094	4730.28651
M162T349_4	0.831777358	0.096755895	5430011.207	20649095.72	15552152.97	19513462.1	17320110.85	15330268.24	14418158.53	12662741.19	20314731.95	16096695.16	14846223.18	16495457.03	20684688.33	20598899.83	20479156.66	22700022.4	21162336.64	21528116.75	11185582.59	19417508.21
M189T504	1.572130452	0.088810017	23685.39633	283719.4013	216403.3372	194651.1296	348875.3623	175776.9647	100741.8345	289274.163	84556.45079	426685.8898	233498.2386	50923.46719	72872.74789	170081.9902	183982.0788	171601.0366	119110.5584	118595.1498	96148.86803	147175.6831
M153T78	2.132635061	0.08354939	35882.28572	85721.05789	228444.9198	108006.0774	294402.4311	74700.08868	146882.0282	237593.8182	84924.45802	158503.2848	361179.1739	30147.92021	46853.36788	18276.14299	23979.4305	55293.60186	27449.54018	49461.52492	25819.49457	43822.71034
M203T477_2	1.399101692	0.088872984	24162.98848	958245.4582	656054.2951	738651.6087	1053404.47	855666.3052	697246.1384	683022.0274	533398.5692	1157648.161	751610.0338	343070.8168	923404.3637	523707.4954	372569.7243	582584.6242	447782.1395	546097.4847	317476.9075	450427.8245
M220T274_2	1.612856769	0.062871369	14013.37855	198840.5654	201282.7799	54175.14445	234202.4532	145534.1833	227465.632	144020.1885	77483.78099	133769.2557	92779.74067	89003.04846	81004.84463	117798.015	68868.45373	182719.0492	91798.83513	42146.80003	22639.73334	98355.19609
M245T416	1.530833223	0.071825665	27824.54197	527547.7335	280151.9007	432521.0884	379916.9649	191168.0677	301626.0464	202036.7305	242470.1586	414211.3963	160855.2656	237713.9384	191559.3954	157390.4564	112321.7766	308877.952	229168.9499	355485.487	32082.28398	173918.3731
M203T352	0.076514161	0.079556757	3753.699246	3792.641106	3653.117017	9814.172557	11667.56052	5451.929764	8132.237468	3284.684191	4537.374115	9049.578302	943.7750783	3935.820565	1913.524242	308982.1439	257441.3711	3141.460723	3442.400545	4755.53736	752.5738224	239858.8264
M298T94	0.486719512	0.06611882	408185.1071	4339679.389	2637564.647	1844918.614	3069327.498	535007.6673	2178703.443	1413601.809	2330356.619	886686.8017	4681771.779	4950535.586	737368.3364	2951482.405	10656429.33	7311589.327	3764013.137	2587041.546	113476.8779	2606357.607
M231T198	4.457840791	0.086060792	381842.1294	56190.00916	38044.37197	60939.97983	57658.27317	29324.59653	47057.63007	19098.59564	57209.04091	49455.17391	22334.76939	19202.7438	10160.20171	9361.255482	37132.12563	18165.13779	30111.49265	24662.59125	419.3704396	7195.995679
M809T119_1	0.838766792	0.56444802	124485.3959	2243271.111	1299007.109	184948.3855	3555160.338	866953.5633	1538667.539	1147868.068	155895.7766	360009.6232	1107644.479	1149418.419	1401527.86	1533133.662	1265851.036	1693358.532	2309622.441	769745.5905	817026.5684	1634980.988
M317T158	1.248617924	0.578906523	3457.446253	14011.28494	15229.76079	2772.832536	14220.44611	9786.079967	6812.172101	25925.42715	2098.054015	12395.77985	2788.141404	3829.820215	13220.03653	5780.763847	3821.277249	33463.52079	8908.420358	6322.150796	1767.631022	5560.15665
M504T194	0.939414508	0.695056471	77275.94354	196251.4046	138226.1755	48481.70364	158118.4224	87462.93711	124407.5156	114181.9629	59837.39711	105275.6487	76470.52246	125479.0074	120980.6118	154047.7925	111880.9824	107019.8482	131338.0884	150234.3622	49931.69219	153692.2214
M282T129	1.891075859	0.136285542	76575.07085	13186.46289	22467.3838	12479.33396	12756.9112	5105.390468	10675.9688	14621.37878	28744.83503	49811.24831	9067.29746	13676.2196	7911.802426	12188.27581	7039.135181	27265.5374	17288.87352	23645.32131	2135.36121	10091.05973
M126T325	1.557974114	0.086123472	939.8882421	50510.68196	77121.05875	69517.54256	55986.11529	86548.51237	93417.44982	72840.15273	56197.17873	153809.4061	80366.29458	37512.75764	19447.19202	46851.188	36977.41435	50861.18435	36502.80265	88420.20942	41991.0935	21211.00468
M137T286_2	1.172205353	0.510011241	20904.73718	933041.2056	425241.1741	506675.505	824511.7279	432909.1456	501277.4619	260283.9233	398637.3185	425848.3203	804472.7142	484030.6184	194958.1328	407896.4971	516193.8364	443153.0215	326557.6269	489676.7733	65047.35218	302571.457
M468T194	1.11385716	0.605177475	100081.7422	194384.86	171488.1575	59761.10335	115590.405	66558.85284	198934.2105	140526.2072	64967.39733	171892.6968	90813.16178	157099.6609	176912.4254	104736.7474	53821.12034	141848.933	177307.4941	65741.27938	17603.86937	167033.0059
M532T177	1.36870706	0.311337215	15921.52213	96906.67344	140612.8643	28008.53437	50995.59486	23278.96337	86538.69054	108633.2167	37863.88273	27359.78621	33429.05481	61357.97574	52983.44319	46253.70332	23140.53843	74031.42826	33407.88071	30058.76892	3974.482243	91509.98121
M454T197	0.868241954	0.468479678	144823.1286	558941.163	453718.3645	182450.8593	308933.3079	260777.3053	483446.5048	452056.5225	245954.3765	288254.4041	246057.2793	525248.9837	477358.5746	502119.5289	195242.7927	410942.5755	576520.0663	353818.9378	71275.2102	533598.3177
M313T158	0.795892209	0.406166157	14780.51385	39098.74739	59458.98523	36391.71923	75595.78286	11493.26699	55280.24538	79040.68974	15291.08206	39947.81293	40106.63512	76095.92585	46572.60777	52328.85915	26584.29624	45365.98407	135226.2259	44723.18282	19404.34271	49316.30235
M538T185	1.519353244	0.142396305	4668.58128	26580.37114	18604.63972	25297.33488	6106.369011	7548.687971	20183.91327	16140.41744	5965.511461	7338.57474	7044.956051	10255.36962	18151.43044	7598.554517	5759.342433	14434.9685	7036.686844	5226.342645	2572.257408	13034.1241
M496T190_7	0.878854581	0.56985887	13990206.96	24633645.73	25831031.17	7518543.425	17872500.69	9961494.064	20915317.55	23493288.41	9213237.105	9796822.948	8590665.402	22314951.68	26021405.99	14424029.08	7329228.296	26867684.62	19406432.13	34240547.04	2665141.859	23865848.14
M628T120	0.905517076	0.61185149	40350.27971	246963.8311	91833.93613	80668.29909	162094.1373	170291.5858	130378.0587	77686.68423	35202.97354	157668.2752	123342.3236	111187.1196	128644.6044	128893.0268	195289.2222	82990.06821	106893.4298	123537.9805	201216.2195	115637.7685
M506T178_3	1.443984335	0.29160857	614696.7438	2959218.054	4444168.017	635799.4953	1708690.798	685451.2094	3628951.673	4924351.165	1357172.913	1028326.487	1456914.921	2284277.405	1853722.549	1000137.821	1102491.222	2313925.378	937958.315	466857.7455	78691.31723	3731522.69
M482T193	0.876098107	0.681036746	534803.7174	1600038.601	1133309.408	487011.4974	812803.4024	691445.9962	999077.3242	1142216.746	1357451.179	1068151.388	593948.7635	1031263.782	1096114.588	1198239.862	673052.0685	624987.1477	852205.7143	3783909.965	166038.4109	1196231.587
M811T112	0.648610996	0.174230183	257945.3409	2010829.634	1171657.489	202160.7265	2118895.352	781145.0667	2783478.316	1446417.893	257505.636	587739.1284	2574832.825	2708551.012	2912435.147	498315.5779	501720.0178	1780664.905	872367.9942	3493220.743	1024199.227	1545468.092
M341T247_2	0.922487115	0.742306176	26344.33905	71366.55204	57503.47968	27349.16354	30935.72089	32040.74086	42147.48705	79743.35135	59126.09872	65888.11489	17762.66008	54389.67017	94268.11654	41993.78543	27043.22944	74699.18812	36185.35665	115418.8235	10466.40192	61595.9944
M524T186_3	1.101668846	0.76000326	1793797.589	6220949.106	5876464.025	1176568.27	3710300.274	2432981.001	4291070.552	7975050.882	1359248.726	1996263.221	2255553.47	3690855.856	9527650.437	2898593.409	985679.1951	4325553.806	2416712.606	1783849.894	751429.2711	4797665.887
M303T38_2	0.621916296	0.202754873	23668.82039	104526.2824	100511.7081	8008.524365	60184.10048	109245.7683	74241.42975	224102.6446	17841.65024	19062.69594	122829.7546	90388.62209	201339.3898	30097.2817	38922.10613	193144.0911	280746.3642	54715.23072	32675.41074	147253.3387
M96T59	1.322423548	0.02450676	65301.16035	124885.4821	110936.7033	105876.0481	90250.25998	63366.58458	108780.1861	84946.14747	123891.405	115758.7519	86563.56053	83759.19251	56588.88721	74788.32595	88558.41693	97193.14039	86238.55832	87152.37859	23181.67936	67620.61905
M194T338_2	0.806893428	0.736638652	7736.239754	6929.112362	209.8224217	329.9610453	372.3982256	362.324893	297.6759679	4450.294713	202.1561242	467.2751182	321.1550806	936.4556478	954.2630162	8197.400331	959.3320505	1620.065303	10629.19237	493.3677378	1444.694164	912.576671
M70T256	1.823694824	0.077351465	9956.572381	31851.40555	22737.69356	22088.5522	82416.87334	24639.38243	16552.73861	16949.66815	20658.25984	61742.10487	15211.73932	26323.14357	18799.12918	19408.53306	24560.26375	12084.13647	11779.24154	14288.60226	8997.461758	18309.29408
M389T456	1.223215152	0.32025575	4279.064095	32421.42766	23324.94322	43442.01624	30995.3966	19562.90015	23436.86198	26892.87298	29737.06642	23998.56289	18406.97439	19306.688	17027.77399	22234.98579	14901.86576	37193.24643	13784.51512	35858.5715	2935.541308	29343.88227
M151T59	1.19820638	0.321087044	110100.7777	44509.08337	28627.15236	78900.80714	51641.80586	29684.40103	44882.61539	39457.22466	48169.60202	85894.91155	41467.32523	58418.65826	59629.65916	39487.12099	34391.96204	31422.40204	44182.98164	63074.36685	45039.66001	51810.40822
M135T324	0.938952007	0.4519574	9919.063327	8595.235728	7128.013952	5724.40419	7341.414352	10900.39537	6957.582223	6653.574143	6091.428175	6018.42963	6827.254717	6774.800977	9894.967629	7799.677249	7848.415794	7233.859988	8129.841955	9385.954108	8558.293519	7774.187955
M246T238	0.801974027	0.319836426	202088.9052	583361.5321	1321337.36	890366.0152	673259.9509	393232.7692	1272192.602	528155.499	844609.0951	457771.2765	564369.5031	947172.8037	589604.2126	1258376.083	976362.5988	820139.0827	1177163.065	1642243.405	207660.987	752827.3304
M298T195	1.550540521	0.174471755	99.55376694	8309.987105	11397.52144	5279.224309	15089.35569	3151.001984	6209.919878	5875.009559	1754.522176	5127.017753	3580.59023	4099.121248	7989.886544	4340.951098	2591.666367	7307.527432	2273.855274	2132.081495	1606.581574	4252.834334
M258T236	1.322405475	0.153398703	1457.669003	8158.649205	9356.601604	3626.659014	7137.327045	4783.687961	4740.673263	6438.714792	4775.28953	7305.424866	7876.853101	4915.942304	4126.289968	4160.298222	2951.821723	7027.585535	4057.214394	3519.742276	1645.444603	3412.438435
M196T39_1	0.389787331	0.357734142	12277.76954	38234.83195	24901.75818	8659.237127	46883.81622	7478.252763	25413.50007	9875.443681	4475.208924	2283.27037	13115.09058	16551.98434	8369.309833	69395.12772	13035.0256	17059.10612	306726.2165	6804.89816	2518.892531	9453.991758
M146T373_2	1.071328905	0.729328549	126401.7744	3909364.292	2822082.392	2723615.645	2484314.953	1749479.439	3308536.885	1356477.738	3856034.458	2209025.685	2424929.135	2594602.241	1542935.214	3725147.654	2625731.185	3007838.527	2031666.403	2484131.778	348477.9263	2125648.882
M157T45	1.172097847	0.555710879	21076.82151	135873.0521	88836.715	8738.918705	126556.0322	55123.7488	91079.58617	85388.47339	44525.36402	22509.91746	50758.66376	74190.23531	46835.80041	67690.47802	49823.91396	77430.50805	115814.4684	21618.0011	20449.12184	55296.5628
M104T367	0.615685685	0.007002308	13401.98401	35693.43078	14418.54735	13257.55801	18158.48684	17531.13984	23522.57733	13826.78516	10482.04273	27136.20273	34968.20558	23014.80487	22716.31781	42579.69044	25801.21325	41449.84279	36158.96875	38782.5297	17208.22067	21742.9974
M110T47	0.044688198	0.309121593	17011.6446	13112.19838	10992.10233	9307.396746	17139.84015	10663.81921	11761.71784	12020.55123	10286.78058	3267.406499	9732.122514	15609.92605	28848.54101	2382731.591	20244.62474	17207.56117	41248.69378	14307.8593	31427.64848	24636.47052
M146T353	0.858047058	0.454946493	11510.52168	37496.16791	82283.23088	37892.96017	40608.61054	29453.36917	20868.44165	25651.68314	22952.27398	25777.98715	37695.74116	38876.22419	43645.87671	59482.3727	23410.32592	32548.89511	51404.78696	34214.0617	19800.18689	48754.74712
M87T372	0.818923766	0.272862075	5414.977751	103608.9982	62686.55516	52585.33434	59907.29969	47730.48527	78825.4509	38025.04663	66407.57272	65496.55139	78186.56561	77722.95285	48380.8029	107315.871	73885.3314	93053.68824	70061.27204	87210.09195	19534.1919	53736.32442
M147T296	2.610469551	0.014051744	2557.394738	6869.825318	7702.496922	28916.41477	9101.425355	14471.806	8311.853487	6354.880476	18437.68686	24215.96115	4592.945691	4993.656273	3263.695365	4197.177954	3548.744887	3664.50062	5915.532098	12855.72942	2297.624528	3297.562574
M151T225	1.050382254	0.847700979	2452.344741	3243.617092	3513.893656	1925.151618	10157.48986	5168.1839	4352.936977	4432.577382	2201.127338	1591.253485	1725.016138	6775.086138	3590.385049	2600.336658	3505.455857	1806.40621	5996.226495	2494.254257	3516.245954	5156.653138
M201T405	1.72040597	0.092709962	102135.5263	41502.68034	20482.96457	44105.66802	36203.78892	28396.56391	23075.41242	12338.52969	32168.68399	35880.87382	14543.24335	20260.11291	14564.33233	14818.41314	23494.9892	27265.9103	32102.1919	52327.03259	3231.71898	16114.0887
M319T177	0.637822715	0.316604853	1105.141903	2546.139729	2126.022428	1300.971076	2598.850028	3936.517044	1249.435344	4377.867664	246.6404388	1207.779789	1949.996667	2340.995133	12007.04352	1824.711577	813.3596595	5469.50055	2177.942673	892.2484717	1598.68513	3372.409707
M375T37	0.055575033	0.290251702	8090.531783	3725.929417	13217.70368	5801.277636	11081.99361	671.4502053	13818.02212	5425.491999	5560.21937	4604.905087	1139444.645	18020.50738	2669.90108	30731.74962	19772.0617	12050.88407	19560.09537	42782.7519	4782.362616	5686.293928
M401T33_2	0.620415658	0.271291847	3627.783552	13785.40051	11970.18964	10645.41585	22735.15823	12761.31743	1463.837327	22594.98432	25561.89208	27320.99071	10813.87315	9026.952168	10665.17434	12710.04741	12417.6868	9230.373631	32776.08511	47039.14925	84330.11256	16740.25838
M204T302	1.077806318	0.707814704	277645.1014	1455763.745	1128997.02	1339188.811	792753.6452	662495.8518	713512.7295	1027714.094	530909.8959	427479.0194	569773.4319	908735.4912	1407313.539	730554.4234	532903.0017	464854.6725	1145973.047	893545.4139	477750.6373	621807.4486
M268T169	1.209928006	0.382609428	412940.9046	275190.5341	182548.2543	75400.13415	221736.6775	127632.5348	174004.0956	183022.5419	221512.5504	169273.8874	261453.4387	156130.6518	127361.6272	83156.16932	262556.7297	146298.6188	159708.2375	308956.718	29335.80926	153788.8541
M428T470	3.603539842	0.174895913	896864.0584	83839.35114	49419.57032	88604.56526	59187.09237	62720.54692	82191.92984	53505.8756	85691.99699	152059.0768	45237.43398	44436.75101	23848.41991	31195.05363	50435.97195	47056.54364	69337.3412	90901.52005	6496.953156	38970.26454
M508T497	2.090778166	0.302218268	70882.24608	12608.83698	4943.42702	3660.25848	10262.27241	5429.653206	7145.9291	7145.820044	3424.307932	14543.39866	2783.646122	4188.818139	21054.54533	1076.070228	2113.24194	8629.523197	2856.67139	20515.14179	730.7952893	3034.334237
M348T431	4.970408754	0.328180408	3844713.335	123482.8964	97570.72861	139760.5547	68820.95463	60317.53462	83463.90563	64563.27377	105955.2817	132915.5581	132696.9263	67787.26825	48204.16813	102838.0311	225590.7359	103858.8952	111342.1128	64398.49007	24278.6263	68939.50124
